Indirizzo;Ubicazione;Codice;Ambito;Pagamenti;Tariffa;Tipo;Latitude;Longitude
Via Rodolfo Lanciani;Civico 2;P192;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.920803;12.52042
Via Stamira;Civico 15;P101;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913837;12.523222
Via Michele di Lando;Civico 15;P102;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913914;12.522633
Viale Castrense;Civico 48;0107;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.886944;12.513352
Via Casalmonferrato;Civico 2/e;AG120;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.880318;12.517386
Via Crotone;Civico 2;AG18;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.885235;12.522722
Via della Fonte di Fauno;Civico 11;AE63;Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.882416;12.484972
Via S. Slataper;Angolo Via N. Oxlia;AB46;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.925285;12.491883
Via Cividale del Friuli;Civico 2/A;AF60;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.877243;12.517306
Viale Bruno Buozzi;Angolo Via A.Mercati;V92;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.921627;12.482204
Viale Maresciallo Pilsudski;Civico 136;AB35;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.92839;12.481281
Via della Stazione Tuscolana;Civico 15;AG29;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.881523;12.52451
Via della Stazione Tuscolana;Civico 92;AG34;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.883606;12.525913
Via Menabrea;Angolo Via Biancameno;AD162;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.88806;12.512428
Via di Tor Fiorenza;Angolo Via Monte delle Gioie;AC110;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.932396;12.511098
Via Alberto Caroncini;Civico 31/B;AB63;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.928345;12.488455
Via Terni;Civico 40;AG70;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.885166;12.518377
Via Nicolo' Tartaglia;Civico 21/B;V32;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.924442;12.488494
Piazza Verdi; ;V10;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.91915;12.495215
Via Pomezia;Civico 12;AF24;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.880085;12.511483
Via Altino;Civico 7;AF15;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87944;12.509528
Via Cutilia;Civico 51;AF17;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.878864;12.510272
Via Collazia;Civico 8;AH60;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87857;12.507162
Via Bartolomeo Ammannati;Civico 15;V164;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.920456;12.475386
Via Cavaliere D'Arpino;Civico 1;V172;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.925385;12.474761
Via Gabriele Falloppio;Angolo Via di Villa Patrizi;U17;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.909718;12.507276
Via Ostiense;Civico 75;R78;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.872078;12.480188
Via Isonzo;Angolo Via di S.Teresa;T13;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.912674;12.494926
Via Livenza;Angolo Via Po;T14;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.913883;12.494784
Via Paisiello;Angolo Via Porpora;V13;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.91868;12.49307
Via Mercadante;Angolo Via Carissimi;V14;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.91876;12.490716
Via Lusitania;Civico 11;AH25;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87635;12.503839
Viale Pasteur;Civico 5;AA39;Europa (E.U.R.);PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.835384;12.464839
Viale Dell'Astronomia;Civico 7;AA40;Europa (E.U.R.);PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.83437;12.466304
Via Bradano;Civico 10;AC56;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.924515;12.512996
Corso d'Italia;Civico 19;F56;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.91061;12.49122
Via Lucrezio Caro;Angolo Via G.G. Belli;G65;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.907017;12.46994
Via Labicana;Angolo Via Iside;I53;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.889317;12.502775
Via del Mascherino;Angolo Borgo Vittorio;L12;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.904427;12.458673
Via dei Corridori;Angolo Via dell'Erba;L16;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.9031;12.461065
Borgo S. Angelo;Civico 13;L18;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90333;12.462869
Piazza Adriana;Civico 11;L28;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90487;12.465434
Via S. Onofrio; ;M1;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.899315;12.461748
Viale Giulio Cesare;Civico 6;G74;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.912262;12.469488
Via Cavour;Civico 141;I3;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.896423;12.494964
Via Cavour;Civico 279;I8;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.893898;12.490124
Via degli Annibaldi; ;I12;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.89256;12.491554
Via Campania;S. Paolo di Torino;F29;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.910503;12.492491
Viale Giulio Cesare; ;G89;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.91008;12.460547
Via Plinio;Angolo Via Virgilio;G46;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90726;12.465353
Via Valadier;Angolo Via Lucrezio;G50;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90811;12.469317
Via della Lungara;Angolo Via Corsini;M12;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.89277;12.467344
Via Garibaldi;Angolo Via Nicola Fabrizi;M15;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.887608;12.466177
Via Calandrelli;Civico 2;M58;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.88601;12.465997
Via Dandolo;Civico 27;M61;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.883663;12.46758
Via Ardea;Civico 3;073;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.883698;12.509477
Via del Viminale;Via Napoli;A10;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 09 - 1.20 euro/h ZTL - 18:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.900105;12.495412
Via Francesco Crispi;Civico 26;A53;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 09 - 1.20 euro/h ZTL - 18:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.904106;12.485637
Via Firenze;Civico 41;A55;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90309;12.493236
Via Panisperna;Civico 255;A56;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 12 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.896023;12.487816
Via Volturno;Angolo Via Montebello;B8;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.904922;12.49925
Via Marghera;Angolo Via Palestro;B41;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.90383;12.505697
Via Marghera;Angolo Via dei Mille;B47;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.902885;12.504258
Via Castro Pretorio;Angolo Via dei Mille;B49;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.901848;12.50574
Via Goito;Angolo Via Montebello;B13;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.90591;12.500618
Via Montebello;Angolo Via Palestro;B18;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.906822;12.50183
Via Castelfidardo;Angolo Via Montebello;B19;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.90634;12.501179
Lungotevere Tor di Nona; ;E122;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.901382;12.467942
Via Tiburtina - sotto mura Verano; ;D992;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 11 - 0.50 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.90552;12.52245
Via Torino;Angolo Via D'Azeglio;B63;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.899414;12.497057
Lungotevere dei Mellini;Civico 27;E46;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906975;12.473586
Via Boncompagni;Civico 53;F7;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.908577;12.494064
Via Marmorata;Civico 181;H1;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.882298;12.476464
Piazza Confienza;Angolo Viale dell'Universita';D68;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.90383;12.509865
Via dei Frentani;Angolo Piazza Aldo Moro;D73;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.901207;12.512061
Via delle Scienze;Vicino Teatro Ateneo;D75;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.903458;12.511304
Via dei Gracchi;Via P. Emilio;G29;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.908276;12.463815
Corso d'Italia;Cinema Europa;F61;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.909855;12.50037
Via Ludovisi;Civico 4/A;F66;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906517;12.487045
Via Boncompagni;Civico 89;F68;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90905;12.496212
Via del Mascherino;Angolo Via Porcari;L9;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90554;12.458936
Passeggiata del Gianicolo; ;M106;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.89529;12.460017
Passeggiata del Gianicolo; ;M107;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.89522;12.460343
Largo della Polveriera;Civico 33;I17;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.892567;12.493092
Via della Ferratella in Laterano;Civico 1;I75;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.883034;12.500471
Piazza Celimontana;Civico 50;I81;Celio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.886856;12.495719
Via S. Francesco a Ripa;Via C. Merry del Val;M94;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.88749;12.471522
Piazza dei Renzi;Via della Pelliccia;M101;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.890404;12.470017
Piazza di Porta Portese;Angolo Via di Porta Portese;M42;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.884216;12.473586
Piazza del Fante;Civico 2;N1;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.921074;12.466512
